Curso["Habilitação", "3425", "HISTÓRIA                                                              "]
["Nível", "2", "GR"]
["Currículo vigente em", "20172", ""]
["Reconhecida pelo MEC", "Sim", ""]
["Duração", "Plena", ""]
["Créditos por período", "Mínimo 16", "Máximo 32"]
["Limite de permanência semestral", "Mínimo 7", "Máximo 16"]
["Créditos exigidos", "197", ""]
["Módulo livre", "24", ""]
Obrigatórias
[Código, Disciplina, Créditos, Área]
["", "125156", "DESENV PSICOLÓGICO E ENSINO     ", "004 000 000 004", "AC"]
["", "192015", "DIDÁTICA FUNDAMENTAL            ", "002 002 000 004", "AC"]
["", "203556", "FUND DO ENS DE HISTÓRIA         ", "004 002 000 006", "AC"]
["", "139068", "HISTÓRIA ANTIGA 1               ", "003 001 000 004", "AC"]
["", "139076", "HISTÓRIA ANTIGA 2               ", "003 001 000 004", "AC"]
["", "139165", "HISTÓRIA CONTEMPORÂNEA 1        ", "003 001 000 004", "AC"]
["", "139173", "HISTÓRIA CONTEMPORÂNEA 2        ", "004 000 000 004", "AC"]
["", "139351", "HISTÓRIA DA ÁFRICA              ", "003 001 000 004", "AC"]
["", "139114", "HISTÓRIA DA AMÉRICA 1           ", "003 001 000 004", "AC"]
["", "139122", "HISTÓRIA DA AMÉRICA 2           ", "003 001 000 004", "AC"]
["", "139131", "HISTÓRIA DO BRASIL 1            ", "004 000 000 004", "AC"]
["", "139149", "HISTÓRIA DO BRASIL 2            ", "003 001 000 004", "AC"]
["", "139157", "HISTÓRIA DO BRASIL 3            ", "003 001 000 004", "AC"]
["", "139343", "HISTÓRIA DO BRASIL 4            ", "003 001 000 004", "AC"]
["", "139084", "HISTÓRIA MEDIEVAL 1             ", "004 000 000 004", "AC"]
["", "139408", "HISTÓRIA MEDIEVAL 2             ", "003 001 000 004", "AC"]
["", "139092", "HISTÓRIA MODERNA 1              ", "003 001 000 004", "AC"]
["", "139106", "HISTÓRIA MODERNA 2              ", "003 001 000 004", "AC"]
["", "139033", "INTROD AO ESTUDO DA HISTÓRIA    ", "004 000 000 004", "AC"]
["", "135011", "INTRODUÇÃO À ANTROPOLOGIA       ", "004 000 000 004", "AC"]
["", "205311", "LABORATÓRIO DE ENS HISTÓRIA     ", "000 008 000 000", "AC"]
["", "150649", "LÍNGUA SINAIS BRAS - BÁSICO     ", "002 002 000 002", "AC"]
["", "139220", "METODOLOGIA DA HISTÓRIA         ", "003 001 000 004", "AC"]
["", "194221", "ORGANIZAÇÃO EDUC BRASILEIRA     ", "003 001 000 004", "AC"]
["", "207730", "PRÁTICA DE ENSINO  HISTÓRIA 1   ", "000 008 000 008", "AC"]
["", "100544", "PRÁTICA DE ENSINO D HISTÓRIA 2  ", "000 011 000 011", "AC"]
["", "139211", "TEORIA DA HISTÓRIA              ", "003 001 000 004", "AC"]
["", "100528", "TRABALHO CONCLUSÃO DE CURSO 1   ", "000 004 000 004", "AC"]
["", "101419", "TRABALHO CONCLUSÃO DE CURSO 2   ", "000 006 000 006", "AC"]
Optativas
[Código, Disciplina, Créditos, Área]
["", "145491", "ANALISE DA IMAGEM               ", "002 002 000 002", "DC"]
["", "136620", "ANALISE DE POLITICAS SOCIAIS    ", "002 002 000 004", "DC"]
["", "115142", "ANÁLISE ESTATÍSTICA             ", "004 002 000 006", "DC"]
["", "132071", "ANALISE MACROECONOMICA 1        ", "004 000 000 006", "AC"]
["", "132055", "ANALISE MICROECONOMICA 1        ", "004 000 000 004", "AC"]
["", "185213", "ANÁLISE POLÍTICA                ", "004 000 000 004", "DC"]
["", "135224", "ANTROPOLOGIA DA ARTE            ", "004 000 000 004", "DC"]
["", "135259", "ANTROPOLOGIA DA RELIGIÃO        ", "004 000 000 004", "DC"]
["", "135241", "ANTROPOLOGIA ECONÔMICA          ", "004 000 000 004", "DC"]
["", "137511", "ANTROPOLOGIA FILOSÓFICA         ", "004 000 000 005", "AC"]
["", "135321", "ANTROPOLOGIA POLÍTICA           ", "004 000 000 004", "DC"]
["", "135518", "ANTROPOLOGIA URBANA             ", "004 000 000 004", "DC"]
["", "115231", "APLICACOES DA ESTATISTICA 1     ", "002 002 000 002", "DC"]
["", "192287", "AVALIAÇÃO ESCOLAR               ", "004 000 000 002", "AC"]
["", "116378", "BANCOS DE DADOS                 ", "004 000 000 004", "DC"]
["", "182494", "BIBL E SOCIEDADE BRASILEIRA     ", "004 000 000 004", "DC"]
["", "182311", "BIBLIOGRAFIA BRASILEIRA         ", "002 002 000 004", "DC"]
["", "138291", "CARTOGRAFIA 1                   ", "002 004 000 006", "AC"]
["", "138304", "CARTOGRAFIA 2                   ", "000 004 000 004", "AC"]
["", "122408", "CIENCIAS DO AMBIENTE            ", "002 000 000 002", "DC"]
["", "143201", "CINEMA E LITERATURA             ", "002 002 000 002", "DC"]
["", "141470", "CIVIL PAISES FRANCOFONOS        ", "002 000 000 004", "DC"]
["", "185159", "COMPORTAMENTO POLÍTICO          ", "004 000 000 004", "DC"]
["", "116301", "COMPUTACAO BASICA               ", "004 002 000 006", "DC"]
["", "132594", "CONJUNTURA ECO BRASILEIRA       ", "004 000 000 005", "DC"]
["", "182770", "CONSERV E RESTAUR DOCUMENTOS    ", "002 002 000 006", "DC"]
["", "139823", "CULT CIDADE: BR CONTEMPORÂNEO   ", "004 000 000 004", "AC"]
["", "141691", "CULT DOS PAISES LINGUA ALEMA    ", "002 000 000 004", "DC"]
["", "141461", "CULT E INST INGLESAS 1          ", "002 000 000 004", "DC"]
["", "141526", "CULT E INST NORTE AMERICANAS    ", "004 000 000 004", "DC"]
["", "141674", "CULTURA ALEMA 1                 ", "002 000 000 004", "DC"]
["", "141682", "CULTURA ALEMA 2                 ", "002 000 000 004", "DC"]
["", "139416", "CULTURA BRASILEIRA              ", "004 000 000 000", "AC"]
["", "139424", "CULTURA BRASILEIRA 2            ", "004 000 000 000", "AC"]
["", "139475", "CULTURA BRASILEIRA 3            ", "004 000 000 000", "AC"]
["", "146366", "CULTURA CLASSICA 1 - GRECIA     ", "004 000 000 004", "DC"]
["", "146374", "CULTURA CLASSICA 2 - ROMA       ", "004 000 000 004", "DC"]
["", "135283", "CULTURA E MEIO AMBIENTE         ", "004 000 000 004", "DC"]
["", "139238", "CULTURA IBÉRICA                 ", "004 000 000 004", "AC"]
["", "139378", "CULTURA IBÉRICA 2               ", "004 000 000 004", "AC"]
["", "142883", "CULTURA JAPONESA 1              ", "004 000 000 004", "DC"]
["", "145980", "CULTURA JAPONESA 2              ", "004 000 000 004", "DC"]
["", "192104", "CURRÍCULO                       ", "002 002 000 004", "DC"]
["", "192112", "CURRICULOS E PROGRAMAS 2        ", "004 002 000 000", "AC"]
["", "115223", "DEMOGRAFIA                      ", "002 002 000 004", "DC"]
["", "134961", "DESENVOLVIMENTO E EDUCAÇÃO      ", "004 000 000 004", "DC"]
["", "137952", "DIALETICA                       ", "004 000 000 004", "DC"]
